country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/9/2021,-9,4,-15,-24,-31,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/10/2021,-12,1,-15,-21,-29,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/11/2021,-10,4,-10,-22,-29,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/12/2021,-18,-7,2,-22,-59,6
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/13/2021,-16,-6,-3,-34,-28,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/14/2021,-13,-1,-1,-26,-19,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/15/2021,-13,2,-3,-22,-30,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/16/2021,-10,2,1,-21,-31,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/17/2021,-12,2,0,-21,-30,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/18/2021,-22,-7,-14,-31,-31,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/19/2021,-14,1,-7,-20,-29,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/20/2021,-10,2,-1,-11,-21,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/21/2021,-9,3,2,-22,-16,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/22/2021,-15,-2,-9,-30,-29,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/23/2021,-16,-3,-8,-25,-31,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/24/2021,-10,3,-2,-17,-27,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/25/2021,-10,8,0,-18,-27,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/26/2021,-9,5,-3,-17,-27,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/27/2021,-6,7,4,-23,-18,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,2/28/2021,-6,8,4,-24,-13,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/1/2021,-6,13,0,-21,-27,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/2/2021,-4,13,0,-16,-27,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/3/2021,-7,10,-3,-20,-27,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/4/2021,-5,13,-3,-15,-26,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/5/2021,-9,8,-6,-17,-27,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/6/2021,-1,14,2,-19,-21,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/7/2021,-3,11,5,-17,-16,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/8/2021,-5,11,0,-16,-27,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/9/2021,-7,9,-2,-16,-29,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/10/2021,-2,15,2,-15,-26,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/11/2021,-9,7,10,-17,-57,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/12/2021,-9,8,0,-20,-28,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/13/2021,-3,11,6,-19,-21,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/14/2021,-7,8,5,-10,-17,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/15/2021,-2,15,3,-12,-25,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/16/2021,-2,14,5,-16,-26,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/17/2021,-4,11,5,-15,-24,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/18/2021,-3,14,4,-15,-23,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/19/2021,-5,12,2,-16,-23,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/20/2021,-1,12,8,-11,-16,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/21/2021,-1,13,9,-14,-13,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/22/2021,-6,10,1,-18,-24,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/23/2021,-3,10,2,-21,-26,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/24/2021,-3,11,4,-17,-24,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/25/2021,-2,13,3,-13,-23,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/26/2021,-6,5,-2,-7,-23,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/27/2021,1,10,5,-7,-15,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/28/2021,2,8,8,-11,-11,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/29/2021,-1,8,3,-12,-24,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/30/2021,-1,6,1,-12,-25,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,3/31/2021,0,10,3,-7,-23,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/1/2021,8,22,6,2,-21,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/2/2021,-1,9,7,-5,-56,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/3/2021,5,15,11,-10,-18,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/4/2021,5,15,14,-5,-12,-4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/5/2021,1,15,1,-4,-24,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/6/2021,4,14,1,-6,-28,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/7/2021,7,20,7,1,-24,-4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/8/2021,5,19,6,-2,-23,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/9/2021,7,20,3,3,-23,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/10/2021,10,21,10,2,-15,-4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/11/2021,14,26,15,9,-11,-5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/12/2021,7,35,2,-3,-28,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/13/2021,-17,10,-3,-28,-37,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/14/2021,-13,10,-3,-25,-30,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/15/2021,-10,10,-4,-20,-26,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/16/2021,-8,12,-4,-23,-24,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/17/2021,-7,8,-11,-23,-18,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/18/2021,-6,7,-17,-17,-11,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/19/2021,0,18,-3,-22,-23,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/20/2021,2,18,-3,-18,-23,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/21/2021,-2,14,-4,-15,-23,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/22/2021,-2,14,-5,-16,-21,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/23/2021,-3,14,-7,-12,-21,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/24/2021,0,13,-6,-14,-14,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/25/2021,4,14,-11,-18,-9,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/26/2021,1,16,-4,-13,-22,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/27/2021,3,18,-3,-11,-23,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/28/2021,-3,11,-9,-14,-24,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/29/2021,6,22,-3,-5,-21,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,4/30/2021,10,25,-3,2,-20,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/1/2021,17,27,-4,0,-29,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/2/2021,24,36,-11,-2,-7,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/3/2021,18,34,-2,1,-22,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/4/2021,23,40,1,11,-24,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/5/2021,19,37,4,8,-25,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/6/2021,15,33,0,-31,-24,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/7/2021,16,33,-3,-36,-23,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/8/2021,26,44,-3,-33,-17,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/9/2021,36,57,-6,-36,-8,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/10/2021,32,55,6,-34,-28,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/11/2021,41,75,13,-26,-35,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/12/2021,33,84,15,-31,-60,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/13/2021,-12,-7,56,-46,-66,-5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/14/2021,-19,-11,55,-55,-69,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/15/2021,-8,2,46,-43,-46,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/16/2021,7,16,42,-37,-21,-4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/17/2021,7,20,16,-35,-29,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/18/2021,11,25,16,1,-27,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/19/2021,12,29,20,7,-25,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/20/2021,9,25,14,3,-23,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/21/2021,10,24,6,6,-21,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/22/2021,12,26,10,9,-13,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/23/2021,16,24,15,15,-6,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/24/2021,16,28,10,4,-20,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/25/2021,19,31,11,9,-20,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/26/2021,12,20,26,14,-56,6
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/27/2021,16,30,7,14,-17,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/28/2021,19,31,14,12,-16,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/29/2021,19,30,17,19,-8,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/30/2021,22,31,19,14,-3,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,5/31/2021,27,38,24,9,-18,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/1/2021,23,31,28,3,-56,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/2/2021,26,40,18,16,-17,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/3/2021,27,44,21,14,-14,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/4/2021,25,40,15,14,-13,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/5/2021,26,40,19,24,-9,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/6/2021,25,36,18,18,-6,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/7/2021,27,40,18,9,-18,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/8/2021,31,44,24,10,-16,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/9/2021,27,43,24,8,-16,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/10/2021,28,43,23,12,-13,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/11/2021,25,40,18,8,-12,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/12/2021,21,32,12,10,-8,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/13/2021,22,34,16,4,-5,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/14/2021,24,36,19,11,-16,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/15/2021,19,29,10,0,-19,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/16/2021,20,34,12,11,-16,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/17/2021,23,37,16,8,-14,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/18/2021,17,28,13,16,-13,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/19/2021,20,30,15,11,-8,-3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/20/2021,17,28,15,4,-6,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/21/2021,19,31,13,7,-17,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/22/2021,23,34,15,2,-18,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/23/2021,17,29,17,7,-17,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/24/2021,19,30,16,7,-15,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/25/2021,19,35,12,5,-14,-2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/26/2021,16,31,16,3,-7,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/27/2021,11,24,12,-6,-5,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/28/2021,21,35,15,-1,-19,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/29/2021,19,31,15,2,-18,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,6/30/2021,11,24,7,-4,-19,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/1/2021,25,44,12,4,-14,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/2/2021,14,33,1,5,-15,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/3/2021,20,37,5,2,-11,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/4/2021,27,45,12,0,-2,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/5/2021,25,44,14,-7,-15,-1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/6/2021,23,39,12,-11,-16,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/7/2021,22,41,15,-12,-16,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/8/2021,12,30,6,-16,-16,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/9/2021,13,32,6,-13,-15,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/10/2021,12,32,9,-16,-8,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/11/2021,11,28,2,-22,-5,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/12/2021,19,35,13,-18,-18,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/13/2021,18,33,13,-15,-19,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/14/2021,12,29,9,-20,-18,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/15/2021,3,21,-2,-21,-19,6
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/16/2021,1,17,-10,-30,-18,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/17/2021,14,38,5,-13,-7,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/18/2021,19,50,7,-16,-1,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/19/2021,29,73,19,-15,-27,0
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/20/2021,-15,-3,38,-46,-66,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/21/2021,-4,18,20,-24,-30,1
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/22/2021,5,27,13,-25,-22,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/23/2021,8,29,3,-18,-20,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/24/2021,0,19,-1,-24,-13,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/25/2021,11,31,1,-21,-6,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/26/2021,12,31,3,-22,-22,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/27/2021,11,29,5,-14,-24,2
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/28/2021,7,30,0,-25,-23,3
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/29/2021,4,27,-7,-23,-21,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/30/2021,3,29,-9,-24,-21,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,7/31/2021,2,28,-10,-27,-11,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/1/2021,9,39,-9,-33,-8,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/2/2021,12,41,-5,-30,-24,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/3/2021,9,36,-8,-28,-26,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/4/2021,9,38,-5,-28,-25,4
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/5/2021,8,36,-6,-18,-22,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/6/2021,4,34,-9,-25,-23,5
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/7/2021,0,29,-13,-28,-15,6
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/8/2021,2,27,-12,-29,-11,6
ID,Indonesia,Central Sulawesi,,,ID-ST,,ChIJPS2aZckJiC0RmWLbjP0zbkM,8/9/2021,11,38,-5,-23,-25,4
